M0	BOS/EOS,*,*,*,*,*,*
A133	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,ぽい
A134	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,ポイ
A135	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,太い
A136	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,強い
A137	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,早い
A138	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,深い
A139	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,臭い
A140	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,辛い
A141	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,速い
A142	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,遠い
A143	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,高い
A144	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,黒い
A145	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,くさい
A146	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,っぽい
A147	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,ぽい
A148	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,太い
A149	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,強い
A150	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,早い
A151	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,深い
A152	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,臭い
A153	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,辛い
A154	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,速い
A155	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,遠い
A156	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,高い
A157	形容詞,接尾,*,*,形容詞・アウオ段,連用タ接続,黒い
A158	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,くさい
A159	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,っぽい
A160	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,ぽい
A161	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,太い
A162	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,強い
A163	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,早い
A164	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,深い
A165	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,臭い
A166	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,辛い
A167	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,速い
A168	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,遠い
A169	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,高い
A170	形容詞,接尾,*,*,形容詞・アウオ段,連用テ接続,黒い
A171	形容詞,接尾,*,*,形容詞・イ段,ガル接続,たらしい
A172	形容詞,接尾,*,*,形容詞・イ段,ガル接続,ったらしい
A173	形容詞,接尾,*,*,形容詞・イ段,仮定形,たらしい
A174	形容詞,接尾,*,*,形容詞・イ段,仮定形,ったらしい
A175	形容詞,接尾,*,*,形容詞・イ段,仮定縮約１,たらしい
A176	形容詞,接尾,*,*,形容詞・イ段,仮定縮約１,ったらしい
A177	形容詞,接尾,*,*,形容詞・イ段,仮定縮約２,たらしい
A178	形容詞,接尾,*,*,形容詞・イ段,仮定縮約２,ったらしい
A179	形容詞,接尾,*,*,形容詞・イ段,体言接続,たらしい
A180	形容詞,接尾,*,*,形容詞・イ段,体言接続,ったらしい
A181	形容詞,接尾,*,*,形容詞・イ段,命令ｅ,たらしい
A182	形容詞,接尾,*,*,形容詞・イ段,命令ｅ,ったらしい
A183	形容詞,接尾,*,*,形容詞・イ段,基本形,たらしい
A184	形容詞,接尾,*,*,形容詞・イ段,基本形,ったらしい
A185	形容詞,接尾,*,*,形容詞・イ段,未然ウ接続,たらしい
A186	形容詞,接尾,*,*,形容詞・イ段,未然ウ接続,ったらしい
A187	形容詞,接尾,*,*,形容詞・イ段,未然ヌ接続,たらしい
A188	形容詞,接尾,*,*,形容詞・イ段,未然ヌ接続,ったらしい
A189	形容詞,接尾,*,*,形容詞・イ段,連用ゴザイ接続,たらしい
A190	形容詞,接尾,*,*,形容詞・イ段,連用ゴザイ接続,ったらしい
A191	形容詞,接尾,*,*,形容詞・イ段,連用タ接続,たらしい
A192	形容詞,接尾,*,*,形容詞・イ段,連用タ接続,ったらしい
A193	形容詞,接尾,*,*,形容詞・イ段,連用テ接続,たらしい
A194	形容詞,接尾,*,*,形容詞・イ段,連用テ接続,ったらしい
A195	形容詞,自立,*,*,*,文語基本形,*
A196	形容詞,自立,*,*,不変化型,基本形,*
A197	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,*
A198	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,ない
A199	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,よい
A200	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,無い
A201	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,良い
A202	形容詞,自立,*,*,形容詞・アウオ段,仮定形,*
A203	形容詞,自立,*,*,形容詞・アウオ段,仮定形,ない
A204	形容詞,自立,*,*,形容詞・アウオ段,仮定形,よい
A205	形容詞,自立,*,*,形容詞・アウオ段,仮定形,無い
A206	形容詞,自立,*,*,形容詞・アウオ段,仮定形,良い
A207	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,*
A208	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,ない
A209	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,よい
A210	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,無い
A211	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約１,良い
A212	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,*
A213	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,ない
A214	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,よい
A215	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,無い
A216	形容詞,自立,*,*,形容詞・アウオ段,仮定縮約２,良い
A217	形容詞,自立,*,*,形容詞・アウオ段,体言接続,*
A218	形容詞,自立,*,*,形容詞・アウオ段,体言接続,ない
A219	形容詞,自立,*,*,形容詞・アウオ段,体言接続,よい
A220	形容詞,自立,*,*,形容詞・アウオ段,体言接続,無い
A221	形容詞,自立,*,*,形容詞・アウオ段,体言接続,良い
A222	形容詞,自立,*,*,形容詞・アウオ段,口語基本形,*
A223	形容詞,自立,*,*,形容詞・アウオ段,口語基本形-促音便,*
A224	形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,*
A225	形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,ない
A226	形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,よい
A227	形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,無い
A228	形容詞,自立,*,*,形容詞・アウオ段,命令ｅ,良い
A229	形容詞,自立,*,*,形容詞・アウオ段,基本形,*
A230	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない
A231	形容詞,自立,*,*,形容詞・アウオ段,基本形,よい
A232	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い
A233	形容詞,自立,*,*,形容詞・アウオ段,基本形,良い
A234	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,ない
A235	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,よい
A236	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,無い
A237	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,良い
A238	形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,*
A239	形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,ない
A240	形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,よい
A241	形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,無い
A242	形容詞,自立,*,*,形容詞・アウオ段,未然ウ接続,良い
A243	形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,*
A244	形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,ない
A245	形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,よい
A246	形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,無い
A247	形容詞,自立,*,*,形容詞・アウオ段,未然ヌ接続,良い
A248	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,*
A249	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,ない
A250	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,よい
A251	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,無い
A252	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,良い
A253	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,*
A254	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない
A255	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい
A256	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,無い
A257	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い
A258	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,*
A259	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない
A260	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい
A261	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,無い
A262	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,良い
A263	形容詞,自立,*,*,形容詞・イイ,基本形,いい
A264	形容詞,自立,*,*,形容詞・イイ,基本形-促音便,いい
A265	形容詞,自立,*,*,形容詞・イ段,ガル接続,*
A266	形容詞,自立,*,*,形容詞・イ段,仮定形,*
A267	形容詞,自立,*,*,形容詞・イ段,仮定縮約１,*
A268	形容詞,自立,*,*,形容詞・イ段,仮定縮約２,*
A269	形容詞,自立,*,*,形容詞・イ段,体言接続,*
A270	形容詞,自立,*,*,形容詞・イ段,命令ｅ,*
A271	形容詞,自立,*,*,形容詞・イ段,基本形,*
A272	形容詞,自立,*,*,形容詞・イ段,未然ウ接続,*
A273	形容詞,自立,*,*,形容詞・イ段,未然ヌ接続,*
A274	形容詞,自立,*,*,形容詞・イ段,連用ゴザイ接続,*
A275	形容詞,自立,*,*,形容詞・イ段,連用タ接続,*
A276	形容詞,自立,*,*,形容詞・イ段,連用テ接続,*
A277	形容詞,非自立,*,*,*,文語基本形,*
A278	形容詞,非自立,*,*,不変化型,基本形,いい
A279	形容詞,非自立,*,*,不変化型,基本形,イイ
A280	形容詞,非自立,*,*,不変化型,基本形-促音便,いい
A281	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,がたい
A282	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,づらい
A283	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,にくい
A284	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,やすい
A285	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,よい
A286	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,良い
A287	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,難い
A288	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,がたい
A289	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,づらい
A290	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,にくい
A291	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,やすい
A292	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,よい
A293	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,良い
A294	形容詞,非自立,*,*,形容詞・アウオ段,仮定形,難い
A295	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,がたい
A296	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,づらい
A297	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,にくい
A298	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,やすい
A299	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,よい
A300	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,良い
A301	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約１,難い
A302	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,がたい
A303	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,づらい
A304	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,にくい
A305	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,やすい
A306	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,よい
A307	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,良い
A308	形容詞,非自立,*,*,形容詞・アウオ段,仮定縮約２,難い
A309	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,がたい
A310	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,づらい
A311	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,にくい
A312	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,やすい
A313	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,よい
A314	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,良い
A315	形容詞,非自立,*,*,形容詞・アウオ段,体言接続,難い
A316	形容詞,非自立,*,*,形容詞・アウオ段,口語基本形,がたい
A317	形容詞,非自立,*,*,形容詞・アウオ段,口語基本形,づらい
A318	形容詞,非自立,*,*,形容詞・アウオ段,口語基本形,にくい
A319	形容詞,非自立,*,*,形容詞・アウオ段,口語基本形,やすい
A320	形容詞,非自立,*,*,形容詞・アウオ段,口語基本形,難い
A321	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,がたい
A322	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,づらい
A323	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,にくい
A324	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,やすい
A325	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,よい
A326	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,良い
A327	形容詞,非自立,*,*,形容詞・アウオ段,命令ｅ,難い
A328	形容詞,非自立,*,*,形容詞・アウオ段,基本形,がたい
A329	形容詞,非自立,*,*,形容詞・アウオ段,基本形,づらい
A330	形容詞,非自立,*,*,形容詞・アウオ段,基本形,にくい
A331	形容詞,非自立,*,*,形容詞・アウオ段,基本形,やすい
A332	形容詞,非自立,*,*,形容詞・アウオ段,基本形,よい
A333	形容詞,非自立,*,*,形容詞・アウオ段,基本形,ヅライ
A334	形容詞,非自立,*,*,形容詞・アウオ段,基本形,良い
A335	形容詞,非自立,*,*,形容詞・アウオ段,基本形,難い
A336	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,がたい
A337	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,づらい
A338	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,にくい
A339	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,やすい
A340	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,よい
A341	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,良い
A342	形容詞,非自立,*,*,形容詞・アウオ段,未然ウ接続,難い
A343	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,がたい
A344	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,づらい
A345	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,にくい
A346	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,やすい
A347	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,よい
A348	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,良い
A349	形容詞,非自立,*,*,形容詞・アウオ段,未然ヌ接続,難い
A350	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,がたい
A351	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,づらい
A352	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,にくい
A353	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,やすい
A354	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,よい
A355	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,良い
A356	形容詞,非自立,*,*,形容詞・アウオ段,連用ゴザイ接続,難い
A357	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,がたい
A358	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,づらい
A359	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,にくい
A360	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,やすい
A361	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,よい
A362	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,良い
A363	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,難い
A364	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,がたい
A365	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,づらい
A366	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,にくい
A367	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,やすい
A368	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,よい
A369	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,良い
A370	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,難い
A371	形容詞,非自立,*,*,形容詞・イ段,ガル接続,ほしい
A372	形容詞,非自立,*,*,形容詞・イ段,ガル接続,欲しい
A373	形容詞,非自立,*,*,形容詞・イ段,仮定形,ほしい
A374	形容詞,非自立,*,*,形容詞・イ段,仮定形,欲しい
A375	形容詞,非自立,*,*,形容詞・イ段,仮定縮約１,ほしい
A376	形容詞,非自立,*,*,形容詞・イ段,仮定縮約１,欲しい
A377	形容詞,非自立,*,*,形容詞・イ段,仮定縮約２,ほしい
A378	形容詞,非自立,*,*,形容詞・イ段,仮定縮約２,欲しい
A379	形容詞,非自立,*,*,形容詞・イ段,体言接続,ほしい
A380	形容詞,非自立,*,*,形容詞・イ段,体言接続,欲しい
A381	形容詞,非自立,*,*,形容詞・イ段,命令ｅ,ほしい
A382	形容詞,非自立,*,*,形容詞・イ段,命令ｅ,欲しい
A383	形容詞,非自立,*,*,形容詞・イ段,基本形,ほしい
A384	形容詞,非自立,*,*,形容詞・イ段,基本形,欲しい
A385	形容詞,非自立,*,*,形容詞・イ段,未然ウ接続,ほしい
A386	形容詞,非自立,*,*,形容詞・イ段,未然ウ接続,欲しい
A387	形容詞,非自立,*,*,形容詞・イ段,未然ヌ接続,ほしい
A388	形容詞,非自立,*,*,形容詞・イ段,未然ヌ接続,欲しい
A389	形容詞,非自立,*,*,形容詞・イ段,連用ゴザイ接続,ほしい
A390	形容詞,非自立,*,*,形容詞・イ段,連用ゴザイ接続,欲しい
A391	形容詞,非自立,*,*,形容詞・イ段,連用タ接続,ほしい
A392	形容詞,非自立,*,*,形容詞・イ段,連用タ接続,欲しい
A393	形容詞,非自立,*,*,形容詞・イ段,連用テ接続,ほしい
A394	形容詞,非自立,*,*,形容詞・イ段,連用テ接続,欲しい
I0	感動詞,*,*,*,*,*,*
I1	感動詞,*,*,*,*,*,は
C0	接続詞,*,*,*,*,*,*
C1	接続詞,*,*,*,*,*,が
C2	接続詞,*,*,*,*,*,で
P0	接頭詞,動詞接続,*,*,*,*,*
P1	接頭詞,動詞接続,*,*,*,*,お
P2	接頭詞,動詞接続,*,*,*,*,大
P3	接頭詞,動詞接続,*,*,*,*,御
P4	接頭詞,名詞接続,*,*,*,*,*
P5	接頭詞,名詞接続,*,*,*,*,お
P6	接頭詞,名詞接続,*,*,*,*,ご
P7	接頭詞,名詞接続,*,*,*,*,み
P8	接頭詞,名詞接続,*,*,*,*,もと
P9	接頭詞,名詞接続,*,*,*,*,不
P10	接頭詞,名詞接続,*,*,*,*,代
P11	接頭詞,名詞接続,*,*,*,*,低
P12	接頭詞,名詞接続,*,*,*,*,元
P13	接頭詞,名詞接続,*,*,*,*,全
P14	接頭詞,名詞接続,*,*,*,*,再
P15	接頭詞,名詞接続,*,*,*,*,初
P16	接頭詞,名詞接続,*,*,*,*,前
P17	接頭詞,名詞接続,*,*,*,*,古
P18	接頭詞,名詞接続,*,*,*,*,各
P19	接頭詞,名詞接続,*,*,*,*,同
P20	接頭詞,名詞接続,*,*,*,*,大
P21	接頭詞,名詞接続,*,*,*,*,子
P22	接頭詞,名詞接続,*,*,*,*,小
P23	接頭詞,名詞接続,*,*,*,*,当
P24	接頭詞,名詞接続,*,*,*,*,御
P25	接頭詞,名詞接続,*,*,*,*,故
P26	接頭詞,名詞接続,*,*,*,*,新
P27	接頭詞,名詞接続,*,*,*,*,最
P28	接頭詞,名詞接続,*,*,*,*,未
P29	接頭詞,名詞接続,*,*,*,*,本
P30	接頭詞,名詞接続,*,*,*,*,次
P31	接頭詞,名詞接続,*,*,*,*,無
P32	接頭詞,名詞接続,*,*,*,*,第
P33	接頭詞,名詞接続,*,*,*,*,等
P34	接頭詞,名詞接続,*,*,*,*,約
P35	接頭詞,名詞接続,*,*,*,*,自
P36	接頭詞,名詞接続,*,*,*,*,被
P37	接頭詞,名詞接続,*,*,*,*,要
P38	接頭詞,名詞接続,*,*,*,*,超
P39	接頭詞,名詞接続,*,*,*,*,長
P40	接頭詞,名詞接続,*,*,*,*,非
P41	接頭詞,名詞接続,*,*,*,*,高
P42	接頭詞,形容詞接続,*,*,*,*,*
P43	接頭詞,数接続,*,*,*,*,*
P44	接頭詞,数接続,*,*,*,*,何
P45	接頭詞,数接続,*,*,*,*,助数詞接続可能
P46	接頭詞,数接続,*,*,*,*,数
S0	記号,アルファベット,*,*,*,*,*
S1	記号,一般,*,*,*,*,*
S2	記号,句点,*,*,*,*,!
S3	記号,句点,*,*,*,*,*
S4	記号,句点,*,*,*,*,.
S5	記号,句点,*,*,*,*,?
S6	記号,句点,*,*,*,*,w
S7	記号,句点,*,*,*,*,‥
S8	記号,句点,*,*,*,*,…
S9	記号,句点,*,*,*,*,。
S10	記号,句点,*,*,*,*,ー
S11	記号,句点,*,*,*,*,～
S12	記号,括弧閉,*,*,*,*,*
S13	記号,括弧開,*,*,*,*,*
S14	記号,読点,*,*,*,*,","
S15	記号,読点,*,*,*,*,、
R0	連体詞,*,*,*,*,*,*
R1	連体詞,*,*,*,*,*,あの
R2	連体詞,*,*,*,*,*,ある
R3	連体詞,*,*,*,*,*,この
R4	連体詞,*,*,*,*,*,こんな
R5	連体詞,*,*,*,*,*,その
R6	連体詞,*,*,*,*,*,そんな
R7	連体詞,*,*,*,*,*,とある
R8	連体詞,*,*,*,*,*,どの
R9	連体詞,*,*,*,*,*,どんな
R10	連体詞,*,*,*,*,*,わが
R11	連体詞,*,*,*,*,*,同じ
R12	連体詞,*,*,*,*,*,我が
